"Name","lDAPDisplayName","Created","Modified","attributeID","attributeSyntax"
"FRS-Partner-Auth-Level","fRSPartnerAuthLevel","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.877","2.5.5.9"
"ms-DS-Non-Members-BL","msDS-NonMembersBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1794","2.5.5.1"
"ms-WMI-TargetObject","msWMI-TargetObject","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1647","2.5.5.10"
"Query-Policy-BL","queryPolicyBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.608","2.5.5.1"
"ms-TS-Endpoint-Data","msTSEndpointData","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2070","2.5.5.12"
"FRS-Primary-Member","fRSPrimaryMember","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.878","2.5.5.1"
"ms-DS-Phonetic-First-Name","msDS-PhoneticFirstName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1942","2.5.5.12"
"ms-WMI-TargetPath","msWMI-TargetPath","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1648","2.5.5.12"
"Query-Policy-Object","queryPolicyObject","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.607","2.5.5.1"
"ms-TS-Endpoint-Type","msTSEndpointType","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2071","2.5.5.9"
"FRS-Replica-Set-GUID","fRSReplicaSetGUID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.533","2.5.5.10"
"ms-DS-Phonetic-Last-Name","msDS-PhoneticLastName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1943","2.5.5.12"
"ms-WMI-TargetType","msWMI-TargetType","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1649","2.5.5.12"
"QueryPoint","queryPoint","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.680","2.5.5.12"
"ms-TS-Endpoint-Plugin","msTSEndpointPlugin","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2072","2.5.5.12"
"FRS-Replica-Set-Type","fRSReplicaSetType","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.31","2.5.5.9"
"ms-DS-Phonetic-Department","msDS-PhoneticDepartment","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1944","2.5.5.12"
"Mscope-Id","mscopeId","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.716","2.5.5.5"
"Range-Lower","rangeLower","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.34","2.5.5.9"
"ms-TS-Primary-Desktop","msTSPrimaryDesktop","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2073","2.5.5.1"
"FRS-Root-Path","fRSRootPath","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.487","2.5.5.12"
"ms-DS-Phonetic-Company-Name","msDS-PhoneticCompanyName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1945","2.5.5.12"
"Msi-File-List","msiFileList","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.671","2.5.5.12"
"Range-Upper","rangeUpper","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.35","2.5.5.9"
"ms-TS-Secondary-Desktops","msTSSecondaryDesktops","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2075","2.5.5.1"
"FRS-Root-Security","fRSRootSecurity","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.535","2.5.5.15"
"ms-DS-Phonetic-Display-Name","msDS-PhoneticDisplayName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1946","2.5.5.12"
"Msi-Script","msiScript","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.814","2.5.5.10"
"RDN","name","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1","2.5.5.12"
"ms-TS-Primary-Desktop-BL","msTSPrimaryDesktopBL","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2074","2.5.5.1"
"Account-Expires","accountExpires","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.159","2.5.5.16"
"FRS-Service-Command","fRSServiceCommand","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.500","2.5.5.12"
"ms-DS-HAB-Seniority-Index","msDS-HABSeniorityIndex","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1997","2.5.5.9"
"Msi-Script-Name","msiScriptName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.845","2.5.5.12"
"RDN-Att-ID","rDNAttID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.26","2.5.5.2"
"ms-TS-Secondary-Desktop-BL","msTSSecondaryDesktopBL","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2078","2.5.5.1"
"FRS-Service-Command-Status","fRSServiceCommandStatus","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.879","2.5.5.12"
"ms-DS-Promotion-Settings","msDS-PromotionSettings","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1962","2.5.5.12"
"Msi-Script-Path","msiScriptPath","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.15","2.5.5.12"
"Registered-Address","registeredAddress","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.26","2.5.5.10"
"MS-TS-Property01","msTSProperty01","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1991","2.5.5.12"
"Account-Name-History","accountNameHistory","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1307","2.5.5.12"
"FRS-Staging-Path","fRSStagingPath","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.488","2.5.5.12"
"ms-DS-SiteName","msDS-SiteName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1961","2.5.5.12"
"Msi-Script-Size","msiScriptSize","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.846","2.5.5.9"
"Remote-Server-Name","remoteServerName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.105","2.5.5.12"
"MS-TS-Property02","msTSProperty02","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1992","2.5.5.12"
"ACS-Aggregate-Token-Rate-Per-User","aCSAggregateTokenRatePerUser","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.760","2.5.5.16"
"FRS-Time-Last-Command","fRSTimeLastCommand","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.880","2.5.5.11"
"ms-DS-Supported-Encryption-Types","msDS-SupportedEncryptionTypes","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1963","2.5.5.9"
"MSMQ-Authenticate","mSMQAuthenticate","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.923","2.5.5.8"
"Remote-Source","remoteSource","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.107","2.5.5.12"
"MS-TS-ExpireDate","msTSExpireDate","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1993","2.5.5.11"
"ACS-Allocable-RSVP-Bandwidth","aCSAllocableRSVPBandwidth","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.766","2.5.5.16"
"FRS-Time-Last-Config-Change","fRSTimeLastConfigChange","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.881","2.5.5.11"
"ms-DS-Trust-Forest-Trust-Info","msDS-TrustForestTrustInfo","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1702","2.5.5.10"
"MSMQ-Base-Priority","mSMQBasePriority","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.920","2.5.5.9"
"Remote-Source-Type","remoteSourceType","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.108","2.5.5.9"
"MS-TS-ExpireDate2","msTSExpireDate2","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2000","2.5.5.11"
"ACS-Cache-Timeout","aCSCacheTimeout","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.779","2.5.5.9"
"FRS-Update-Timeout","fRSUpdateTimeout","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.485","2.5.5.9"
"ms-DS-Tombstone-Quota-Factor","msDS-TombstoneQuotaFactor","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1847","2.5.5.9"
"MSMQ-Computer-Type","mSMQComputerType","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.933","2.5.5.4"
"Remote-Storage-GUID","remoteStorageGUID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.809","2.5.5.12"
"MS-TS-ExpireDate3","msTSExpireDate3","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2003","2.5.5.11"
"ACS-Direction","aCSDirection","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.757","2.5.5.9"
"FRS-Version","fRSVersion","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.882","2.5.5.12"
"ms-DS-Top-Quota-Usage","msDS-TopQuotaUsage","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1850","2.5.5.12"
"MSMQ-Computer-Type-Ex","mSMQComputerTypeEx","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1417","2.5.5.12"
"Repl-Property-Meta-Data","replPropertyMetaData","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.3","2.5.5.10"
"MS-TS-ExpireDate4","msTSExpireDate4","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2006","2.5.5.11"
"ACS-DSBM-DeadTime","aCSDSBMDeadTime","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.778","2.5.5.9"
"FRS-Version-GUID","fRSVersionGUID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.43","2.5.5.10"
"MS-DS-Machine-Account-Quota","ms-DS-MachineAccountQuota","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1411","2.5.5.9"
"MSMQ-Cost","mSMQCost","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.946","2.5.5.9"
"Repl-Topology-Stay-Of-Execution","replTopologyStayOfExecution","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.677","2.5.5.9"
"MS-TS-LicenseVersion","msTSLicenseVersion","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1994","2.5.5.12"
"ACS-DSBM-Priority","aCSDSBMPriority","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.776","2.5.5.9"
"FRS-Working-Path","fRSWorkingPath","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.486","2.5.5.12"
"ms-DS-Object-Reference","msDS-ObjectReference","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1840","2.5.5.1"
"MSMQ-CSP-Name","mSMQCSPName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.940","2.5.5.4"
"Repl-UpToDate-Vector","replUpToDateVector","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.4","2.5.5.10"
"MS-TS-LicenseVersion2","msTSLicenseVersion2","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2001","2.5.5.12"
"ACS-DSBM-Refresh","aCSDSBMRefresh","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.777","2.5.5.9"
"FSMO-Role-Owner","fSMORoleOwner","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.369","2.5.5.1"
"ms-DS-Object-Reference-BL","msDS-ObjectReferenceBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1841","2.5.5.1"
"MSMQ-Dependent-Client-Service","mSMQDependentClientService","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1239","2.5.5.8"
"Replica-Source","replicaSource","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.109","2.5.5.12"
"MS-TS-LicenseVersion3","msTSLicenseVersion3","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2004","2.5.5.12"
"ACS-Enable-ACS-Service","aCSEnableACSService","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.770","2.5.5.8"
"Garbage-Coll-Period","garbageCollPeriod","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.301","2.5.5.9"
"ms-DS-Operations-For-Az-Role","msDS-OperationsForAzRole","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1812","2.5.5.1"
"MSMQ-Dependent-Client-Services","mSMQDependentClientServices","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1226","2.5.5.8"
"Reports","directReports","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.436","2.5.5.1"
"MS-TS-LicenseVersion4","msTSLicenseVersion4","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2007","2.5.5.12"
"ACS-Enable-RSVP-Accounting","aCSEnableRSVPAccounting","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.899","2.5.5.8"
"Generated-Connection","generatedConnection","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.41","2.5.5.8"
"ms-DS-Operations-For-Az-Role-BL","msDS-OperationsForAzRoleBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1813","2.5.5.1"
"MSMQ-Digests","mSMQDigests","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.948","2.5.5.10"
"Repl-Interval","replInterval","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1336","2.5.5.9"
"MS-TS-ManagingLS","msTSManagingLS","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1995","2.5.5.12"
"ACS-Enable-RSVP-Message-Logging","aCSEnableRSVPMessageLogging","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.768","2.5.5.8"
"Generation-Qualifier","generationQualifier","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.44","2.5.5.12"
"ms-DS-Operations-For-Az-Task","msDS-OperationsForAzTask","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1808","2.5.5.1"
"MSMQ-Digests-Mig","mSMQDigestsMig","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.966","2.5.5.10"
"Reps-From","repsFrom","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.91","2.5.5.10"
"MS-TS-ManagingLS2","msTSManagingLS2","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2002","2.5.5.12"
"ACS-Event-Log-Level","aCSEventLogLevel","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.769","2.5.5.9"
"Given-Name","givenName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.42","2.5.5.12"
"ms-DS-Operations-For-Az-Task-BL","msDS-OperationsForAzTaskBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1809","2.5.5.1"
"MSMQ-Ds-Service","mSMQDsService","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1238","2.5.5.8"
"Reps-To","repsTo","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.83","2.5.5.10"
"MS-TS-ManagingLS3","msTSManagingLS3","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2005","2.5.5.12"
"ACS-Identity-Name","aCSIdentityName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.784","2.5.5.12"
"Global-Address-List","globalAddressList","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1245","2.5.5.1"
"ms-DS-Other-Settings","msDS-Other-Settings","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1621","2.5.5.12"
"MSMQ-Ds-Services","mSMQDsServices","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1228","2.5.5.8"
"Required-Categories","requiredCategories","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.321","2.5.5.10"
"MS-TS-ManagingLS4","msTSManagingLS4","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2008","2.5.5.12"
"ACS-Max-Aggregate-Peak-Rate-Per-User","aCSMaxAggregatePeakRatePerUser","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.897","2.5.5.16"
"Governs-ID","governsID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.22","2.5.5.2"
"ms-DS-Principal-Name","msDS-PrincipalName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1865","2.5.5.12"
"MSMQ-Encrypt-Key","mSMQEncryptKey","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.936","2.5.5.10"
"Retired-Repl-DSA-Signatures","retiredReplDSASignatures","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.673","2.5.5.10"
"MS-TSLS-Property01","msTSLSProperty01","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2009","2.5.5.12"
"ACS-Max-Duration-Per-Flow","aCSMaxDurationPerFlow","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.761","2.5.5.9"
"GP-Link","gPLink","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.891","2.5.5.12"
"ms-DS-Quota-Amount","msDS-QuotaAmount","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1845","2.5.5.9"
"MSMQ-Foreign","mSMQForeign","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.934","2.5.5.8"
"Token-Groups","tokenGroups","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1301","2.5.5.17"
"MS-TSLS-Property02","msTSLSProperty02","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2010","2.5.5.12"
"ACS-Max-No-Of-Account-Files","aCSMaxNoOfAccountFiles","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.901","2.5.5.9"
"GP-Options","gPOptions","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.892","2.5.5.9"
"ms-DS-Quota-Effective","msDS-QuotaEffective","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1848","2.5.5.9"
"MSMQ-In-Routing-Servers","mSMQInRoutingServers","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.929","2.5.5.1"
"Token-Groups-Global-And-Universal","tokenGroupsGlobalAndUniversal","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1418","2.5.5.17"
"ms-DFSR-DisablePacketPrivacy","msDFSR-DisablePacketPrivacy","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.32","2.5.5.8"
"ACS-Max-No-Of-Log-Files","aCSMaxNoOfLogFiles","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.774","2.5.5.9"
"GPC-File-Sys-Path","gPCFileSysPath","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.894","2.5.5.12"
"ms-DS-Quota-Trustee","msDS-QuotaTrustee","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1844","2.5.5.17"
"MSMQ-Interval1","mSMQInterval1","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1308","2.5.5.9"
"Token-Groups-No-GC-Acceptable","tokenGroupsNoGCAcceptable","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1303","2.5.5.17"
"ms-DFSR-DefaultCompressionExclusionFilter","msDFSR-DefaultCompressionExclusionFilter","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.34","2.5.5.12"
"ACS-Max-Peak-Bandwidth","aCSMaxPeakBandwidth","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.767","2.5.5.16"
"GPC-Functionality-Version","gPCFunctionalityVersion","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.893","2.5.5.9"
"ms-DS-Quota-Used","msDS-QuotaUsed","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1849","2.5.5.9"
"MSMQ-Interval2","mSMQInterval2","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1309","2.5.5.9"
"Revision","revision","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.145","2.5.5.9"
"ms-DFSR-OnDemandExclusionFileFilter","msDFSR-OnDemandExclusionFileFilter","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.35","2.5.5.12"
"ACS-Max-Peak-Bandwidth-Per-Flow","aCSMaxPeakBandwidthPerFlow","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.759","2.5.5.16"
"GPC-Machine-Extension-Names","gPCMachineExtensionNames","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1348","2.5.5.12"
"ms-DS-NC-Repl-Cursors","msDS-NCReplCursors","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1704","2.5.5.12"
"MSMQ-Journal","mSMQJournal","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.918","2.5.5.8"
"Rid","rid","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.153","2.5.5.9"
"ms-DFSR-OnDemandExclusionDirectoryFilter","msDFSR-OnDemandExclusionDirectoryFilter","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.36","2.5.5.12"
"ACS-Max-Size-Of-RSVP-Account-File","aCSMaxSizeOfRSVPAccountFile","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.902","2.5.5.9"
"GPC-User-Extension-Names","gPCUserExtensionNames","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1349","2.5.5.12"
"ms-DS-NC-Repl-Inbound-Neighbors","msDS-NCReplInboundNeighbors","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1705","2.5.5.12"
"MSMQ-Journal-Quota","mSMQJournalQuota","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.921","2.5.5.9"
"RID-Allocation-Pool","rIDAllocationPool","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.371","2.5.5.16"
"ms-DFSR-Options2","msDFSR-Options2","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.37","2.5.5.9"
"ACS-Max-Size-Of-RSVP-Log-File","aCSMaxSizeOfRSVPLogFile","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.775","2.5.5.9"
"GPC-WQL-Filter","gPCWQLFilter","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1694","2.5.5.12"
"ms-DS-NC-Repl-Outbound-Neighbors","msDS-NCReplOutboundNeighbors","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1706","2.5.5.12"
"MSMQ-Label","mSMQLabel","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.922","2.5.5.4"
"RID-Available-Pool","rIDAvailablePool","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.370","2.5.5.16"
"ms-DFSR-CommonStagingPath","msDFSR-CommonStagingPath","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.38","2.5.5.12"
"ACS-Max-Token-Bucket-Per-Flow","aCSMaxTokenBucketPerFlow","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1313","2.5.5.16"
"Group-Attributes","groupAttributes","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.152","2.5.5.9"
"ms-DS-NC-Replica-Locations","msDS-NC-Replica-Locations","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1661","2.5.5.1"
